,id,geographic_area_name,estimate_total,estimate_total_less_than_10_000,estimate_total_10_000_to_14_999,estimate_total_15_000_to_19_999,estimate_total_20_000_to_24_999,estimate_total_25_000_to_29_999,estimate_total_30_000_to_34_999,estimate_total_35_000_to_39_999,estimate_total_40_000_to_44_999,estimate_total_45_000_to_49_999,estimate_total_50_000_to_59_999,estimate_total_60_000_to_74_999,estimate_total_75_000_to_99_999,estimate_total_100_000_to_124_999,estimate_total_125_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_median_household_income,Geoid
733,1500000US530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",606,30,0,35,19,0,0,0,0,0,0,10,0,58,60,57,337,240208,530330246013
734,1500000US530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",368,11,0,0,0,0,0,0,8,0,0,29,28,38,18,32,204,"250,000+",530330246021
735,1500000US530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",734,25,0,10,0,0,0,0,0,13,25,10,18,80,82,33,438,221875,530330246022
736,1500000US530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",256,7,0,0,0,0,7,0,9,0,4,14,29,24,8,0,154,228704,530330246023
737,1500000US530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",417,8,0,17,9,0,0,0,15,9,21,52,61,21,43,19,142,109063,530330247011
738,1500000US530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",637,32,40,0,18,0,26,51,18,35,57,43,108,55,48,48,58,67188,530330247012
739,1500000US530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",351,27,0,0,0,12,11,8,0,7,0,10,42,42,36,79,77,144219,530330247013
740,1500000US530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",740,18,0,15,18,0,0,28,48,0,0,64,75,90,98,57,229,139091,530330247021
741,1500000US530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",522,20,0,0,17,20,12,0,0,0,66,52,30,88,69,86,62,113500,530330247022
742,1500000US530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",697,0,0,0,16,12,0,0,0,28,55,25,83,53,19,134,272,165438,530330247023
743,1500000US530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",530,0,0,0,0,0,0,22,16,0,0,86,86,19,100,101,100,128095,530330247024
744,1500000US530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",538,20,0,0,0,18,0,0,24,37,63,30,37,35,0,40,234,170543,530330247025
745,1500000US530330248001,"Block Group 1, Census Tract 248, King County, Washington",416,0,32,0,0,33,0,0,15,0,15,33,44,26,27,112,79,128426,530330248001
746,1500000US530330248002,"Block Group 2, Census Tract 248, King County, Washington",821,0,0,0,18,29,21,45,0,14,49,111,60,168,96,158,52,105063,530330248002
747,1500000US530330248003,"Block Group 3, Census Tract 248, King County, Washington",920,25,16,21,81,33,0,32,56,41,61,96,185,39,49,117,68,69808,530330248003
748,1500000US530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",373,14,0,0,8,0,0,17,0,0,0,32,17,33,46,77,129,161161,530330249011
749,1500000US530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",614,0,0,0,8,9,16,8,10,0,27,28,15,61,77,111,244,172667,530330249012
750,1500000US530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",401,19,0,27,0,0,0,0,0,0,24,12,15,15,35,53,201,200046,530330249013
751,1500000US530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",426,0,0,0,0,11,26,0,0,9,15,33,33,118,25,41,115,119389,530330249014
752,1500000US530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",389,12,0,10,0,9,0,8,0,6,40,19,46,21,18,66,134,152292,530330249021
753,1500000US530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",565,0,0,0,0,7,0,10,0,0,33,23,19,57,62,97,257,185170,530330249022
754,1500000US530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",395,0,0,0,0,0,22,2,0,0,12,49,17,34,21,72,166,172125,530330249023
755,1500000US530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",709,13,0,0,27,0,0,18,0,18,19,31,45,49,45,112,332,195685,530330249031
756,1500000US530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",615,0,0,0,0,0,0,0,49,0,11,14,62,29,32,108,310,202891,530330249032
757,1500000US530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",397,47,0,0,0,0,0,0,0,0,0,0,14,0,66,76,194,184438,530330249033
758,1500000US530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",518,0,0,29,0,0,0,0,19,14,0,18,52,16,48,140,182,182763,530330249034
759,1500000US530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",375,0,0,0,0,0,11,9,12,0,0,32,26,91,30,70,94,128854,530330250011
760,1500000US530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",708,24,0,0,0,0,50,31,27,7,74,33,62,106,60,72,162,118295,530330250012
761,1500000US530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",500,10,0,0,0,0,27,17,13,11,9,23,74,33,49,71,163,146250,530330250013
762,1500000US530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",396,0,0,9,0,23,13,7,10,0,0,10,9,28,79,101,107,154773,530330250014
763,1500000US530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",340,17,0,0,0,15,0,0,0,0,15,10,31,62,0,44,146,170577,530330250031
764,1500000US530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",422,0,0,0,0,20,0,0,0,0,0,43,12,16,0,128,203,193000,530330250032
765,1500000US530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",505,0,36,0,22,18,0,0,0,38,19,0,74,18,70,93,117,136118,530330250033
766,1500000US530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",522,0,0,0,0,17,0,0,0,50,0,65,45,22,0,72,251,196111,530330250034
767,1500000US530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",764,19,0,0,0,19,0,33,0,34,0,68,87,118,52,115,219,127744,530330250035
768,1500000US530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",1094,58,0,0,39,14,41,0,0,5,33,47,48,64,69,80,596,211923,530330250051
769,1500000US530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",922,8,40,9,20,27,24,20,0,20,49,99,201,148,85,127,45,89900,530330250052
770,1500000US530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",450,0,0,0,0,0,0,0,0,0,0,34,38,14,43,7,314,"250,000+",530330250061
771,1500000US530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",1436,30,15,12,69,42,0,24,60,24,38,104,111,184,79,225,419,132963,530330250062
772,1500000US530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",629,0,26,11,0,0,0,0,0,11,33,51,48,45,39,59,306,188583,530330250063
773,1500000US530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",731,88,0,0,71,0,28,65,59,16,59,38,132,98,0,67,10,53861,530330251011
774,1500000US530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",421,14,13,0,16,14,0,12,15,13,46,41,130,35,0,0,72,78586,530330251012
775,1500000US530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",340,0,0,0,0,0,0,14,0,0,13,48,29,13,10,138,75,165929,530330251013
776,1500000US530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",667,32,0,0,0,31,0,0,13,26,0,81,110,67,10,72,225,118606,530330251014
777,1500000US530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",545,13,0,18,0,74,16,11,0,53,31,64,99,54,27,55,30,72139,530330251021
778,1500000US530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",553,0,0,0,63,0,0,38,13,34,55,31,0,103,142,0,74,109583,530330251022
779,1500000US530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",1211,0,0,26,27,109,0,0,26,18,47,0,159,134,69,342,254,143173,530330251023
780,1500000US530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",567,16,0,0,0,28,48,0,19,0,113,104,33,30,68,25,83,73721,530330251024
781,1500000US530330252001,"Block Group 1, Census Tract 252, King County, Washington",526,0,0,70,0,11,0,25,0,0,26,10,71,79,36,122,76,123092,530330252001
782,1500000US530330252002,"Block Group 2, Census Tract 252, King County, Washington",874,41,0,13,0,14,57,82,103,0,26,44,69,139,112,63,111,98000,530330252002
783,1500000US530330252003,"Block Group 3, Census Tract 252, King County, Washington",464,78,9,51,10,0,0,19,0,11,29,116,33,31,38,19,20,71286,530330252003
784,1500000US530330252004,"Block Group 4, Census Tract 252, King County, Washington",927,12,64,86,4,0,37,0,47,14,16,131,101,47,17,179,172,92730,530330252004
785,1500000US530330252005,"Block Group 5, Census Tract 252, King County, Washington",465,0,0,0,0,18,0,0,9,0,41,17,62,66,83,97,72,140307,530330252005
786,1500000US530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",807,24,0,10,91,0,0,9,0,51,29,44,184,218,24,27,96,98396,530330253011
787,1500000US530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",754,10,0,0,13,11,0,12,11,22,11,116,62,137,99,117,133,120972,530330253012
788,1500000US530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",1591,39,91,46,55,41,124,60,116,36,132,190,196,203,34,116,112,68894,530330253013
789,1500000US530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1145,120,27,54,81,27,55,14,24,0,148,71,122,177,74,57,94,66635,530330253021
790,1500000US530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",953,98,98,86,27,45,26,14,43,0,43,105,89,162,14,27,76,56875,530330253022
791,1500000US530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",683,14,39,68,80,81,64,54,32,49,42,57,54,15,0,13,21,34696,530330253023
792,1500000US530330254001,"Block Group 1, Census Tract 254, King County, Washington",845,30,49,14,62,38,14,55,27,0,40,134,189,139,12,25,17,63021,530330254001
793,1500000US530330254002,"Block Group 2, Census Tract 254, King County, Washington",631,89,0,58,92,64,16,29,36,8,36,82,19,55,27,12,8,34453,530330254002
794,1500000US530330254003,"Block Group 3, Census Tract 254, King County, Washington",1257,33,0,20,0,64,77,0,30,152,144,71,294,117,162,66,27,76116,530330254003
795,1500000US530330254004,"Block Group 4, Census Tract 254, King County, Washington",331,37,0,0,34,0,0,13,0,41,21,36,38,0,48,30,33,71027,530330254004
796,1500000US530330255001,"Block Group 1, Census Tract 255, King County, Washington",906,111,16,40,6,41,63,38,33,84,85,109,99,66,63,22,30,53455,530330255001
797,1500000US530330255002,"Block Group 2, Census Tract 255, King County, Washington",572,19,0,8,22,17,10,41,30,16,0,45,110,55,35,129,35,90690,530330255002
798,1500000US530330255003,"Block Group 3, Census Tract 255, King County, Washington",497,0,11,0,20,5,0,5,33,59,63,61,98,73,41,0,28,72639,530330255003
799,1500000US530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",368,7,9,0,2,0,11,0,10,0,13,37,74,97,9,73,26,108056,530330256011
800,1500000US530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",868,29,40,10,41,31,75,117,32,39,122,111,148,44,0,20,9,51064,530330256012
801,1500000US530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",742,3,0,7,26,20,50,10,28,43,24,44,81,36,101,199,70,124773,530330256013
802,1500000US530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",688,12,0,0,0,24,0,0,0,0,41,39,154,86,83,72,177,122339,530330256021
803,1500000US530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",372,0,0,0,0,0,16,8,37,32,0,42,35,65,0,113,24,111875,530330256022
804,1500000US530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",1095,37,0,0,0,0,17,9,20,38,80,140,43,131,67,289,224,127196,530330256023
805,1500000US530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",581,13,0,14,0,16,22,121,14,18,49,38,69,18,131,19,39,64598,530330257011
806,1500000US530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",548,14,15,25,0,0,0,15,32,16,14,94,77,28,156,62,0,98889,530330257012
807,1500000US530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",362,69,90,32,0,0,0,0,0,0,17,1,104,17,16,0,16,-,530330257013
808,1500000US530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",680,22,0,0,0,20,61,22,31,20,60,160,73,93,33,85,0,68824,530330257014
809,1500000US530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",873,17,0,66,17,13,16,63,55,0,145,162,216,18,65,0,20,63728,530330257015
810,1500000US530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",525,0,0,7,19,9,27,0,38,0,55,25,76,85,59,85,40,101806,530330257021
811,1500000US530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",400,9,0,20,11,0,0,51,0,0,27,14,76,45,64,66,17,90682,530330257022
812,1500000US530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",344,0,8,0,0,0,0,0,0,9,10,29,76,80,48,42,42,105000,530330257023
813,1500000US530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",522,7,7,11,0,8,19,45,0,8,46,75,66,71,57,66,36,85694,530330258031
814,1500000US530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",464,0,0,0,7,8,7,18,7,15,52,119,142,23,41,16,9,74500,530330258032
815,1500000US530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",701,51,14,9,8,11,16,80,68,75,45,159,79,52,8,26,0,55848,530330258033
816,1500000US530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",445,0,29,0,9,17,42,17,25,26,32,51,26,82,60,29,0,66042,530330258041
817,1500000US530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",261,0,9,9,9,9,0,0,17,15,33,9,87,15,9,13,27,88527,530330258042
818,1500000US530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",432,9,0,9,50,0,9,15,0,0,10,53,73,79,31,78,16,98333,530330258043
819,1500000US530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",1114,0,0,31,63,46,47,17,40,30,172,177,238,130,23,65,35,66914,530330258051
820,1500000US530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",317,0,0,33,0,21,12,0,13,0,17,71,39,34,0,44,33,73750,530330258052
821,1500000US530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",642,59,0,23,25,26,16,39,65,22,7,86,62,93,34,30,55,64762,530330258053
822,1500000US530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",429,0,7,0,0,7,0,8,22,9,37,9,60,83,90,64,33,117566,530330258061
823,1500000US530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",816,14,10,10,12,21,8,9,0,8,118,61,171,57,80,120,117,95484,530330258062
824,1500000US530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",582,36,19,16,29,23,15,0,22,29,61,68,21,66,42,61,74,69250,530330258063
825,1500000US530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",579,11,0,0,10,0,0,0,0,10,94,26,65,182,26,98,57,104469,530330260011
826,1500000US530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",350,0,0,0,0,0,0,10,10,12,20,53,19,63,21,56,86,107406,530330260012
827,1500000US530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",412,20,0,0,0,0,0,9,16,9,54,9,60,70,88,57,20,115365,530330260013
828,1500000US530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",311,0,26,0,0,0,15,0,0,0,53,23,35,80,7,47,25,100324,530330260014
829,1500000US530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",533,0,9,0,0,15,11,0,0,8,76,152,98,36,39,75,14,74338,530330260015
830,1500000US530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",1161,24,139,40,125,29,36,60,79,68,127,84,136,177,0,0,37,49080,530330260021
831,1500000US530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",454,0,126,12,0,0,43,0,25,13,26,46,39,23,27,47,27,51538,530330260022
832,1500000US530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",617,16,41,0,34,29,0,11,26,0,66,79,37,109,77,52,40,83274,530330260023
833,1500000US530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",773,13,12,50,36,0,26,36,26,0,84,51,106,139,47,132,15,85925,530330260024
834,1500000US530330261001,"Block Group 1, Census Tract 261, King County, Washington",430,50,0,13,62,0,0,24,0,0,16,87,76,0,57,0,45,65259,530330261001
835,1500000US530330261002,"Block Group 2, Census Tract 261, King County, Washington",567,33,13,27,0,47,210,11,38,10,77,13,30,0,11,47,0,32628,530330261002
836,1500000US530330261003,"Block Group 3, Census Tract 261, King County, Washington",736,124,0,62,16,19,0,44,94,0,39,60,94,71,70,18,25,53077,530330261003
837,1500000US530330261004,"Block Group 4, Census Tract 261, King County, Washington",704,37,0,0,53,12,50,17,115,0,58,30,108,87,59,12,66,68971,530330261004
838,1500000US530330261005,"Block Group 5, Census Tract 261, King County, Washington",612,108,16,0,12,66,33,15,0,69,43,9,136,30,44,31,0,48839,530330261005
839,1500000US530330262001,"Block Group 1, Census Tract 262, King County, Washington",164,0,0,0,0,0,0,0,0,0,11,13,0,0,65,17,58,-,530330262001
840,1500000US530330262002,"Block Group 2, Census Tract 262, King County, Washington",601,0,22,10,52,0,14,14,104,53,138,108,34,32,11,9,0,54267,530330262002
841,1500000US530330262003,"Block Group 3, Census Tract 262, King County, Washington",874,10,11,63,71,63,36,0,52,13,28,134,90,165,59,38,41,71719,530330262003
842,1500000US530330262004,"Block Group 4, Census Tract 262, King County, Washington",727,144,24,69,29,0,5,38,43,37,29,77,91,61,39,41,0,46250,530330262004
843,1500000US530330263001,"Block Group 1, Census Tract 263, King County, Washington",166,0,9,6,7,6,26,7,17,0,7,24,38,3,4,0,12,56786,530330263001
844,1500000US530330263002,"Block Group 2, Census Tract 263, King County, Washington",384,6,11,5,11,9,6,5,9,0,70,42,58,35,46,59,12,77368,530330263002
845,1500000US530330264001,"Block Group 1, Census Tract 264, King County, Washington",397,44,51,28,0,0,52,70,0,0,71,32,0,18,16,0,15,35839,530330264001
846,1500000US530330264002,"Block Group 2, Census Tract 264, King County, Washington",399,11,0,0,0,0,15,12,41,51,14,98,58,67,19,13,0,67109,530330264002
847,1500000US530330264003,"Block Group 3, Census Tract 264, King County, Washington",557,0,34,33,58,0,13,14,0,15,89,33,141,44,12,42,29,69205,530330264003
848,1500000US530330264004,"Block Group 4, Census Tract 264, King County, Washington",561,19,21,18,39,26,66,28,10,13,16,86,67,126,0,26,0,62188,530330264004
849,1500000US530330264005,"Block Group 5, Census Tract 264, King County, Washington",492,18,12,0,0,0,74,0,0,128,104,50,43,18,13,14,18,55761,530330264005
850,1500000US530330265001,"Block Group 1, Census Tract 265, King County, Washington",275,0,60,43,38,0,0,12,10,35,29,21,0,14,0,0,13,-,530330265001
851,1500000US530330265002,"Block Group 2, Census Tract 265, King County, Washington",665,99,144,20,9,74,0,42,0,73,21,36,52,30,22,8,35,29375,530330265002
852,1500000US530330265003,"Block Group 3, Census Tract 265, King County, Washington",589,73,0,0,75,30,43,17,15,10,62,54,44,50,57,37,22,55938,530330265003
853,1500000US530330266001,"Block Group 1, Census Tract 266, King County, Washington",374,6,13,34,0,21,10,4,33,14,16,40,43,64,38,35,3,65500,530330266001
854,1500000US530330266002,"Block Group 2, Census Tract 266, King County, Washington",549,46,21,6,9,36,6,5,10,22,21,47,40,48,52,106,74,112625,530330266002
855,1500000US530330267001,"Block Group 1, Census Tract 267, King County, Washington",422,0,0,0,0,9,13,27,12,10,45,13,30,122,42,99,0,108426,530330267001
856,1500000US530330267002,"Block Group 2, Census Tract 267, King County, Washington",618,0,0,13,54,45,10,110,0,0,84,13,38,46,77,81,47,-,530330267002
857,1500000US530330267003,"Block Group 3, Census Tract 267, King County, Washington",390,12,0,11,0,12,0,0,0,0,24,44,107,55,48,27,50,86458,530330267003
858,1500000US530330267004,"Block Group 4, Census Tract 267, King County, Washington",560,12,0,0,53,0,0,28,0,32,26,44,30,86,80,61,108,108333,530330267004
859,1500000US530330268011,"Block Group 1, Census Tract 268.01, King County, Washington",599,12,0,11,23,0,0,23,0,21,77,0,143,116,109,47,17,99732,530330268011
860,1500000US530330268012,"Block Group 2, Census Tract 268.01, King County, Washington",679,27,51,15,0,15,122,44,48,0,78,56,120,41,0,25,37,51215,530330268012
861,1500000US530330268013,"Block Group 3, Census Tract 268.01, King County, Washington",540,114,15,53,45,55,14,30,0,72,22,36,0,84,0,0,0,26955,530330268013
862,1500000US530330268014,"Block Group 4, Census Tract 268.01, King County, Washington",452,0,15,0,15,27,0,77,53,0,61,29,18,30,29,56,42,59098,530330268014
863,1500000US530330268021,"Block Group 1, Census Tract 268.02, King County, Washington",503,52,46,66,28,30,33,0,0,0,72,0,58,37,51,20,10,-,530330268021
864,1500000US530330268022,"Block Group 2, Census Tract 268.02, King County, Washington",287,29,0,9,0,27,30,33,11,12,19,20,53,25,11,8,0,45938,530330268022
865,1500000US530330268023,"Block Group 3, Census Tract 268.02, King County, Washington",635,20,10,10,54,92,8,86,26,10,6,18,87,98,35,42,33,55625,530330268023
866,1500000US530330268024,"Block Group 4, Census Tract 268.02, King County, Washington",459,0,0,0,0,44,0,54,28,18,41,93,29,26,52,53,21,69127,530330268024
867,1500000US530330270001,"Block Group 1, Census Tract 270, King County, Washington",447,17,15,0,20,27,0,48,0,14,102,33,46,79,31,0,15,54646,530330270001
868,1500000US530330270002,"Block Group 2, Census Tract 270, King County, Washington",303,0,13,7,14,0,37,0,21,18,7,48,20,52,27,5,34,72112,530330270002
869,1500000US530330270003,"Block Group 3, Census Tract 270, King County, Washington",468,9,68,6,15,0,36,39,16,29,29,30,38,82,25,46,0,52000,530330270003
870,1500000US530330271001,"Block Group 1, Census Tract 271, King County, Washington",651,22,97,26,40,8,103,41,47,17,43,75,59,18,27,0,28,37379,530330271001
871,1500000US530330271002,"Block Group 2, Census Tract 271, King County, Washington",656,60,0,36,31,81,18,8,9,38,15,30,115,90,10,82,33,75192,530330271002
872,1500000US530330272001,"Block Group 1, Census Tract 272, King County, Washington",315,17,15,9,13,0,21,5,9,5,29,0,49,69,23,25,26,97734,530330272001
873,1500000US530330272002,"Block Group 2, Census Tract 272, King County, Washington",509,44,18,0,33,25,25,18,62,27,49,53,49,82,4,17,3,50260,530330272002
874,1500000US530330273001,"Block Group 1, Census Tract 273, King County, Washington",392,11,0,15,0,56,0,17,43,40,38,69,13,50,29,11,0,51458,530330273001
875,1500000US530330273002,"Block Group 2, Census Tract 273, King County, Washington",624,60,13,39,10,142,10,18,6,146,31,0,33,80,3,26,7,45299,530330273002
876,1500000US530330273003,"Block Group 3, Census Tract 273, King County, Washington",390,0,0,0,0,32,12,20,0,5,27,11,170,35,38,40,0,96944,530330273003
877,1500000US530330273004,"Block Group 4, Census Tract 273, King County, Washington",423,0,0,8,0,0,10,33,0,0,68,30,175,59,0,21,19,82135,530330273004
878,1500000US530330274001,"Block Group 1, Census Tract 274, King County, Washington",597,0,9,0,97,0,9,61,48,8,0,98,115,85,17,25,25,71339,530330274001
879,1500000US530330274002,"Block Group 2, Census Tract 274, King County, Washington",352,0,0,0,0,33,0,39,18,24,7,35,98,53,45,0,0,85500,530330274002
880,1500000US530330274003,"Block Group 3, Census Tract 274, King County, Washington",551,46,45,20,0,14,27,0,10,28,18,52,75,41,91,56,28,87617,530330274003
881,1500000US530330274004,"Block Group 4, Census Tract 274, King County, Washington",366,0,9,29,28,20,37,0,9,0,9,50,57,31,42,7,38,70500,530330274004
882,1500000US530330275001,"Block Group 1, Census Tract 275, King County, Washington",536,11,53,18,9,32,65,9,16,32,53,64,81,55,10,9,19,51983,530330275001
883,1500000US530330275002,"Block Group 2, Census Tract 275, King County, Washington",432,0,0,29,9,9,10,33,9,18,0,30,113,107,29,30,6,88056,530330275002
884,1500000US530330275003,"Block Group 3, Census Tract 275, King County, Washington",391,17,16,7,0,55,12,24,34,11,18,49,82,41,17,0,8,65469,530330275003
885,1500000US530330275004,"Block Group 4, Census Tract 275, King County, Washington",400,8,0,0,8,31,64,16,34,15,15,55,59,45,33,0,17,62500,530330275004
886,1500000US530330276001,"Block Group 1, Census Tract 276, King County, Washington",497,15,0,0,54,0,20,0,79,36,39,53,19,45,15,24,98,60625,530330276001
887,1500000US530330276002,"Block Group 2, Census Tract 276, King County, Washington",753,61,27,8,49,19,55,7,0,30,53,66,126,61,77,63,51,75536,530330276002
888,1500000US530330276003,"Block Group 3, Census Tract 276, King County, Washington",452,9,16,21,0,0,0,0,21,22,22,28,60,44,28,97,84,120476,530330276003
889,1500000US530330277011,"Block Group 1, Census Tract 277.01, King County, Washington",499,0,49,36,16,0,40,0,100,0,47,17,48,18,20,48,60,50452,530330277011
890,1500000US530330277012,"Block Group 2, Census Tract 277.01, King County, Washington",277,0,14,26,0,0,33,17,0,0,0,14,19,28,18,81,27,120764,530330277012
891,1500000US530330277013,"Block Group 3, Census Tract 277.01, King County, Washington",377,0,31,0,16,0,0,37,17,0,29,0,78,0,81,43,45,94141,530330277013
892,1500000US530330277014,"Block Group 4, Census Tract 277.01, King County, Washington",600,16,33,17,0,0,148,32,0,0,62,13,14,0,79,64,122,-,530330277014
893,1500000US530330277015,"Block Group 5, Census Tract 277.01, King County, Washington",609,40,52,77,0,0,0,18,49,17,15,98,72,13,49,47,62,68717,530330277015
894,1500000US530330277021,"Block Group 1, Census Tract 277.02, King County, Washington",316,0,0,0,27,19,0,0,0,37,0,23,27,44,31,13,95,113100,530330277021
895,1500000US530330277022,"Block Group 2, Census Tract 277.02, King County, Washington",793,38,0,16,0,33,42,17,85,23,27,116,31,213,19,40,93,74911,530330277022
896,1500000US530330277023,"Block Group 3, Census Tract 277.02, King County, Washington",663,19,0,16,94,38,35,11,0,14,42,71,10,92,41,121,59,71319,530330277023
897,1500000US530330277024,"Block Group 4, Census Tract 277.02, King County, Washington",530,0,0,18,0,17,38,15,0,0,91,18,96,75,39,56,67,95000,530330277024
898,1500000US530330278001,"Block Group 1, Census Tract 278, King County, Washington",405,32,9,9,17,19,8,10,22,11,23,7,68,29,32,16,93,86319,530330278001
899,1500000US530330278002,"Block Group 2, Census Tract 278, King County, Washington",355,5,0,0,9,0,0,0,12,0,18,29,66,56,19,70,71,119861,530330278002
900,1500000US530330278003,"Block Group 3, Census Tract 278, King County, Washington",647,0,7,0,8,11,19,25,0,0,77,43,117,57,89,106,88,102716,530330278003
901,1500000US530330279001,"Block Group 1, Census Tract 279, King County, Washington",639,62,49,15,64,16,18,13,0,62,30,77,0,75,85,48,25,58516,530330279001
902,1500000US530330279002,"Block Group 2, Census Tract 279, King County, Washington",817,0,59,68,81,41,76,0,79,26,88,149,36,0,20,55,39,45433,530330279002
903,1500000US530330279003,"Block Group 3, Census Tract 279, King County, Washington",391,23,0,62,0,0,75,0,100,0,18,17,16,32,12,6,30,43388,530330279003
904,1500000US530330279004,"Block Group 4, Census Tract 279, King County, Washington",454,30,0,0,0,0,15,0,16,46,51,40,182,12,36,0,26,76343,530330279004
905,1500000US530330279005,"Block Group 5, Census Tract 279, King County, Washington",367,0,0,0,15,0,0,0,0,0,30,67,53,16,0,158,28,155123,530330279005
906,1500000US530330279006,"Block Group 6, Census Tract 279, King County, Washington",614,35,15,14,0,47,0,13,0,0,12,63,51,42,147,53,122,126705,530330279006
907,1500000US530330280001,"Block Group 1, Census Tract 280, King County, Washington",542,33,13,0,18,41,46,0,21,58,76,47,15,35,82,10,47,53214,530330280001
908,1500000US530330280002,"Block Group 2, Census Tract 280, King County, Washington",525,27,2,9,26,29,33,9,46,16,24,122,101,0,51,30,0,70017,530330280002
909,1500000US530330280003,"Block Group 3, Census Tract 280, King County, Washington",563,47,40,57,28,54,0,10,20,74,35,54,44,31,62,7,0,47873,530330280003
