,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
727,1500000US530330244002,"Block Group 2, Census Tract 244, King County, Washington",1088,788,204,189,15,0,0,0,0,0,9,21,6,60,530330244002
728,1500000US530330245001,"Block Group 1, Census Tract 245, King County, Washington",1252,1000,47,47,0,0,0,0,0,0,14,14,12,165,530330245001
729,1500000US530330245002,"Block Group 2, Census Tract 245, King County, Washington",599,464,46,46,0,0,0,0,0,0,0,0,0,89,530330245002
730,1500000US530330245003,"Block Group 3, Census Tract 245, King County, Washington",621,507,0,0,0,0,0,0,0,0,0,14,0,100,530330245003
731,1500000US530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",655,489,38,38,0,0,0,0,0,0,0,9,11,108,530330246011
732,1500000US530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",565,401,71,71,0,0,0,0,0,0,0,0,26,67,530330246012
733,1500000US530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",777,611,57,57,0,0,0,0,0,0,30,0,0,79,530330246013
734,1500000US530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",436,367,29,29,0,0,0,0,0,0,0,34,6,0,530330246021
735,1500000US530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",952,723,52,46,6,0,0,0,0,0,11,18,0,148,530330246022
736,1500000US530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",292,225,42,42,0,0,0,0,0,0,0,0,0,25,530330246023
737,1500000US530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",440,348,19,19,0,0,0,0,0,9,0,22,0,42,530330247011
738,1500000US530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",801,603,101,88,0,0,13,0,0,0,0,31,12,54,530330247012
739,1500000US530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",525,430,19,19,0,0,0,0,0,0,0,0,0,76,530330247013
740,1500000US530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",1158,1037,23,23,0,0,0,0,0,0,0,0,19,79,530330247021
741,1500000US530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",674,551,45,45,0,0,0,0,0,0,0,0,0,78,530330247022
742,1500000US530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",1068,949,80,80,0,0,0,0,0,0,0,0,0,39,530330247023
743,1500000US530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",668,515,37,37,0,0,0,0,0,0,0,30,0,86,530330247024
744,1500000US530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",623,623,0,0,0,0,0,0,0,0,0,0,0,0,530330247025
745,1500000US530330248001,"Block Group 1, Census Tract 248, King County, Washington",537,432,61,61,0,0,0,0,0,0,0,0,0,44,530330248001
746,1500000US530330248002,"Block Group 2, Census Tract 248, King County, Washington",1285,855,234,234,0,0,0,0,0,10,0,64,0,122,530330248002
747,1500000US530330248003,"Block Group 3, Census Tract 248, King County, Washington",1242,890,148,131,0,0,0,17,11,0,0,100,0,93,530330248003
748,1500000US530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",574,408,92,92,0,0,0,0,0,0,0,0,14,60,530330249011
749,1500000US530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",712,586,29,29,0,0,0,0,0,7,0,9,0,81,530330249012
750,1500000US530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",564,439,25,25,0,0,0,0,0,0,0,8,0,92,530330249013
751,1500000US530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",603,437,84,84,0,0,0,0,0,0,0,18,0,64,530330249014
752,1500000US530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",638,486,55,55,0,0,0,0,0,0,0,30,12,55,530330249021
753,1500000US530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",872,702,55,55,0,0,0,0,0,0,0,4,0,111,530330249022
754,1500000US530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",553,357,84,84,0,0,0,0,7,0,0,0,0,105,530330249023
755,1500000US530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",869,676,80,80,0,0,0,0,0,0,0,0,19,94,530330249031
756,1500000US530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",879,684,83,83,0,0,0,0,0,0,0,3,15,94,530330249032
757,1500000US530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",585,505,11,11,0,0,0,0,0,0,0,11,14,44,530330249033
758,1500000US530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",716,565,48,48,0,0,0,0,0,0,0,0,0,103,530330249034
759,1500000US530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",551,398,19,19,0,0,0,0,0,0,0,32,0,102,530330250011
760,1500000US530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",937,662,64,64,0,0,0,0,0,0,0,16,0,195,530330250012
761,1500000US530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",621,431,55,55,0,0,0,0,0,10,10,0,0,115,530330250013
762,1500000US530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",629,503,65,65,0,0,0,0,0,0,0,0,12,49,530330250014
763,1500000US530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",314,212,99,99,0,0,0,0,0,0,0,0,0,3,530330250031
764,1500000US530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",791,709,40,40,0,0,0,0,0,0,0,21,0,21,530330250032
765,1500000US530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",687,606,18,18,0,0,0,0,0,0,0,0,0,63,530330250033
766,1500000US530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",787,599,58,58,0,0,0,0,0,0,0,0,0,130,530330250034
767,1500000US530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",1129,1016,60,60,0,0,0,0,0,0,17,0,0,36,530330250035
768,1500000US530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",1672,1380,48,30,18,0,0,0,0,14,15,40,19,156,530330250051
769,1500000US530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",1130,971,86,86,0,0,0,0,0,8,0,18,0,47,530330250052
770,1500000US530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",704,655,18,18,0,0,0,0,0,0,0,0,0,31,530330250061
771,1500000US530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",1814,1464,153,138,0,15,0,0,0,0,0,37,0,160,530330250062
772,1500000US530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",894,697,106,106,0,0,0,0,0,0,0,0,0,91,530330250063
773,1500000US530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",1120,814,257,257,0,0,0,0,11,0,0,15,0,23,530330251011
774,1500000US530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",642,610,23,23,0,0,0,0,0,0,0,0,0,9,530330251012
775,1500000US530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",611,523,36,36,0,0,0,0,0,13,0,28,0,11,530330251013
776,1500000US530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",1036,883,41,41,0,0,0,0,0,9,0,0,0,103,530330251014
777,1500000US530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",789,725,0,0,0,0,0,0,0,0,0,56,0,8,530330251021
778,1500000US530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",848,671,107,91,16,0,0,0,0,0,0,13,0,57,530330251022
779,1500000US530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",1833,1518,157,157,0,0,0,0,0,0,17,20,0,121,530330251023
780,1500000US530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",845,738,75,75,0,0,0,0,0,0,0,15,0,17,530330251024
781,1500000US530330252001,"Block Group 1, Census Tract 252, King County, Washington",689,582,36,36,0,0,0,0,0,0,0,0,0,71,530330252001
782,1500000US530330252002,"Block Group 2, Census Tract 252, King County, Washington",1450,1380,10,10,0,0,0,0,0,10,0,0,0,50,530330252002
783,1500000US530330252003,"Block Group 3, Census Tract 252, King County, Washington",630,554,76,76,0,0,0,0,0,0,0,0,0,0,530330252003
784,1500000US530330252004,"Block Group 4, Census Tract 252, King County, Washington",1354,1076,151,151,0,0,0,0,0,0,0,0,25,102,530330252004
785,1500000US530330252005,"Block Group 5, Census Tract 252, King County, Washington",785,745,18,18,0,0,0,0,0,22,0,0,0,0,530330252005
786,1500000US530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",1002,901,37,26,0,11,0,0,0,0,0,30,0,34,530330253011
787,1500000US530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",1127,965,58,58,0,0,0,0,0,0,0,0,0,104,530330253012
788,1500000US530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",2083,1586,303,266,0,11,26,0,0,0,0,170,0,24,530330253013
789,1500000US530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1026,755,91,91,0,0,0,0,0,0,17,45,0,118,530330253021
790,1500000US530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",761,562,118,118,0,0,0,0,0,49,17,1,0,14,530330253022
791,1500000US530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",749,557,13,13,0,0,0,0,0,15,0,76,0,88,530330253023
792,1500000US530330254001,"Block Group 1, Census Tract 254, King County, Washington",941,670,30,30,0,0,0,0,0,38,0,0,0,203,530330254001
793,1500000US530330254002,"Block Group 2, Census Tract 254, King County, Washington",605,495,64,64,0,0,0,0,0,0,0,34,0,12,530330254002
794,1500000US530330254003,"Block Group 3, Census Tract 254, King County, Washington",1904,1691,135,110,13,0,12,0,20,17,0,0,0,41,530330254003
795,1500000US530330254004,"Block Group 4, Census Tract 254, King County, Washington",423,367,31,31,0,0,0,0,0,0,0,13,12,0,530330254004
796,1500000US530330255001,"Block Group 1, Census Tract 255, King County, Washington",1164,929,138,113,0,25,0,0,0,0,0,40,12,45,530330255001
797,1500000US530330255002,"Block Group 2, Census Tract 255, King County, Washington",706,637,49,49,0,0,0,0,0,0,0,20,0,0,530330255002
798,1500000US530330255003,"Block Group 3, Census Tract 255, King County, Washington",920,662,82,82,0,0,0,0,0,14,0,26,7,129,530330255003
799,1500000US530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",650,580,20,20,0,0,0,0,0,0,0,25,0,25,530330256011
800,1500000US530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",1034,920,68,68,0,0,0,0,0,0,0,37,0,9,530330256012
801,1500000US530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",1182,1061,93,85,0,8,0,0,0,0,0,0,0,28,530330256013
802,1500000US530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",1078,841,118,118,0,0,0,0,0,0,0,0,0,119,530330256021
803,1500000US530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",521,440,37,37,0,0,0,0,0,0,0,0,0,44,530330256022
804,1500000US530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",1869,1589,65,65,0,0,0,0,0,0,0,29,76,110,530330256023
805,1500000US530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",692,611,50,50,0,0,0,0,0,0,0,0,0,31,530330257011
806,1500000US530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",745,700,0,0,0,0,0,0,0,0,0,22,0,23,530330257012
807,1500000US530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",425,259,126,126,0,0,0,0,24,0,0,0,0,16,530330257013
808,1500000US530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",995,892,51,51,0,0,0,0,45,0,0,0,0,7,530330257014
809,1500000US530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",1131,978,136,136,0,0,0,0,0,0,0,0,0,17,530330257015
810,1500000US530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",888,818,19,11,8,0,0,0,0,0,0,0,15,36,530330257021
811,1500000US530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",538,376,71,10,0,61,0,0,0,0,0,2,38,51,530330257022
812,1500000US530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",616,523,31,24,0,7,0,0,0,0,0,9,21,32,530330257023
813,1500000US530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",728,635,30,20,10,0,0,0,0,0,12,0,0,51,530330258031
814,1500000US530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",742,695,31,31,0,0,0,0,0,0,0,0,7,9,530330258032
815,1500000US530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",1038,825,112,105,7,0,0,0,0,0,0,70,0,31,530330258033
816,1500000US530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",768,671,17,17,0,0,0,0,0,0,0,9,0,71,530330258041
817,1500000US530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",336,303,9,9,0,0,0,0,0,0,0,0,7,17,530330258042
818,1500000US530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",637,575,46,46,0,0,0,0,0,0,0,0,0,16,530330258043
819,1500000US530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",1746,1481,157,149,0,8,0,0,0,0,20,43,9,36,530330258051
820,1500000US530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",475,424,25,25,0,0,0,0,0,0,0,0,0,26,530330258052
821,1500000US530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",858,687,144,144,0,0,0,0,0,0,0,0,23,4,530330258053
822,1500000US530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",652,495,104,73,0,31,0,0,0,0,0,0,0,53,530330258061
823,1500000US530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",1268,1052,142,107,10,13,12,0,0,0,0,18,0,56,530330258062
824,1500000US530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",777,674,63,63,0,0,0,0,0,7,0,11,8,14,530330258063
825,1500000US530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",750,637,32,32,0,0,0,0,0,0,0,0,0,81,530330260011
826,1500000US530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",421,365,27,9,9,0,9,0,0,0,0,13,0,16,530330260012
827,1500000US530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",492,408,84,64,0,0,20,0,0,0,0,0,0,0,530330260013
828,1500000US530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",519,395,47,47,0,0,0,0,0,0,0,0,0,77,530330260014
829,1500000US530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",922,763,114,114,0,0,0,0,0,0,0,0,36,9,530330260015
830,1500000US530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",1575,1308,138,138,0,0,0,0,0,0,0,74,19,36,530330260021
831,1500000US530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",512,395,66,66,0,0,0,0,0,0,0,0,12,39,530330260022
832,1500000US530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",836,601,85,85,0,0,0,0,0,51,0,0,30,69,530330260023
833,1500000US530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",810,707,85,50,0,0,35,0,0,0,0,15,0,3,530330260024
834,1500000US530330261001,"Block Group 1, Census Tract 261, King County, Washington",633,523,96,41,0,0,55,0,0,0,14,0,0,0,530330261001
835,1500000US530330261002,"Block Group 2, Census Tract 261, King County, Washington",944,832,102,102,0,0,0,0,0,0,0,0,0,10,530330261002
836,1500000US530330261003,"Block Group 3, Census Tract 261, King County, Washington",893,663,165,165,0,0,0,0,0,0,0,0,0,65,530330261003
837,1500000US530330261004,"Block Group 4, Census Tract 261, King County, Washington",1358,870,405,405,0,0,0,0,0,0,0,13,0,70,530330261004
838,1500000US530330261005,"Block Group 5, Census Tract 261, King County, Washington",594,577,0,0,0,0,0,0,0,0,0,0,0,17,530330261005
839,1500000US530330262001,"Block Group 1, Census Tract 262, King County, Washington",237,237,0,0,0,0,0,0,0,0,0,0,0,0,530330262001
840,1500000US530330262002,"Block Group 2, Census Tract 262, King County, Washington",682,658,10,10,0,0,0,0,0,0,0,14,0,0,530330262002
841,1500000US530330262003,"Block Group 3, Census Tract 262, King County, Washington",1696,1461,173,160,0,0,13,0,0,0,0,49,0,13,530330262003
842,1500000US530330262004,"Block Group 4, Census Tract 262, King County, Washington",855,623,119,119,0,0,0,0,44,0,0,0,0,69,530330262004
843,1500000US530330263001,"Block Group 1, Census Tract 263, King County, Washington",186,168,12,6,6,0,0,0,0,0,6,0,0,0,530330263001
844,1500000US530330263002,"Block Group 2, Census Tract 263, King County, Washington",538,464,59,59,0,0,0,0,0,10,0,5,0,0,530330263002
845,1500000US530330264001,"Block Group 1, Census Tract 264, King County, Washington",413,394,0,0,0,0,0,0,0,0,0,0,0,19,530330264001
846,1500000US530330264002,"Block Group 2, Census Tract 264, King County, Washington",824,739,35,35,0,0,0,0,0,0,0,0,0,50,530330264002
847,1500000US530330264003,"Block Group 3, Census Tract 264, King County, Washington",946,679,267,246,9,12,0,0,0,0,0,0,0,0,530330264003
848,1500000US530330264004,"Block Group 4, Census Tract 264, King County, Washington",461,359,65,65,0,0,0,0,0,0,0,0,0,37,530330264004
849,1500000US530330264005,"Block Group 5, Census Tract 264, King County, Washington",797,711,56,56,0,0,0,0,0,0,0,18,0,12,530330264005
850,1500000US530330265001,"Block Group 1, Census Tract 265, King County, Washington",320,213,56,40,0,0,0,16,0,0,0,10,0,41,530330265001
851,1500000US530330265002,"Block Group 2, Census Tract 265, King County, Washington",775,607,99,99,0,0,0,0,0,0,0,38,0,31,530330265002
852,1500000US530330265003,"Block Group 3, Census Tract 265, King County, Washington",684,474,169,143,26,0,0,0,25,0,0,0,0,16,530330265003
853,1500000US530330266001,"Block Group 1, Census Tract 266, King County, Washington",616,488,101,90,0,0,11,0,0,0,5,0,0,22,530330266001
854,1500000US530330266002,"Block Group 2, Census Tract 266, King County, Washington",745,609,93,93,0,0,0,0,0,0,25,0,0,18,530330266002
855,1500000US530330267001,"Block Group 1, Census Tract 267, King County, Washington",571,548,6,6,0,0,0,0,0,0,0,0,0,17,530330267001
856,1500000US530330267002,"Block Group 2, Census Tract 267, King County, Washington",1064,948,116,116,0,0,0,0,0,0,0,0,0,0,530330267002
857,1500000US530330267003,"Block Group 3, Census Tract 267, King County, Washington",356,303,31,31,0,0,0,0,0,0,0,0,11,11,530330267003
858,1500000US530330267004,"Block Group 4, Census Tract 267, King County, Washington",630,517,42,42,0,0,0,0,0,0,0,0,0,71,530330267004
859,1500000US530330268011,"Block Group 1, Census Tract 268.01, King County, Washington",1106,1033,33,33,0,0,0,0,0,0,0,0,0,40,530330268011
860,1500000US530330268012,"Block Group 2, Census Tract 268.01, King County, Washington",934,914,6,6,0,0,0,0,0,0,0,12,0,2,530330268012
861,1500000US530330268013,"Block Group 3, Census Tract 268.01, King County, Washington",539,318,204,204,0,0,0,0,0,0,17,0,0,0,530330268013
862,1500000US530330268014,"Block Group 4, Census Tract 268.01, King County, Washington",864,498,273,273,0,0,0,0,0,0,93,0,0,0,530330268014
863,1500000US530330268021,"Block Group 1, Census Tract 268.02, King County, Washington",750,614,101,90,11,0,0,0,0,0,0,12,13,10,530330268021
864,1500000US530330268022,"Block Group 2, Census Tract 268.02, King County, Washington",406,341,56,56,0,0,0,0,0,0,0,0,0,9,530330268022
865,1500000US530330268023,"Block Group 3, Census Tract 268.02, King County, Washington",895,737,139,139,0,0,0,0,0,0,0,0,0,19,530330268023
866,1500000US530330268024,"Block Group 4, Census Tract 268.02, King County, Washington",644,575,22,17,5,0,0,0,8,0,10,0,29,0,530330268024
867,1500000US530330270001,"Block Group 1, Census Tract 270, King County, Washington",571,520,8,8,0,0,0,0,0,29,0,0,0,14,530330270001
868,1500000US530330270002,"Block Group 2, Census Tract 270, King County, Washington",460,420,40,40,0,0,0,0,0,0,0,0,0,0,530330270002
869,1500000US530330270003,"Block Group 3, Census Tract 270, King County, Washington",553,484,46,46,0,0,0,0,0,0,0,0,0,23,530330270003
870,1500000US530330271001,"Block Group 1, Census Tract 271, King County, Washington",773,627,119,94,25,0,0,0,0,0,0,0,0,27,530330271001
871,1500000US530330271002,"Block Group 2, Census Tract 271, King County, Washington",1030,891,75,39,0,0,36,0,0,0,0,0,0,64,530330271002
872,1500000US530330272001,"Block Group 1, Census Tract 272, King County, Washington",490,389,73,69,4,0,0,0,0,10,18,0,0,0,530330272001
873,1500000US530330272002,"Block Group 2, Census Tract 272, King County, Washington",750,583,147,143,0,4,0,0,0,5,0,5,0,10,530330272002
874,1500000US530330273001,"Block Group 1, Census Tract 273, King County, Washington",547,447,20,13,7,0,0,0,0,0,0,9,18,53,530330273001
875,1500000US530330273002,"Block Group 2, Census Tract 273, King County, Washington",843,682,142,130,12,0,0,0,0,0,0,14,0,5,530330273002
876,1500000US530330273003,"Block Group 3, Census Tract 273, King County, Washington",775,659,105,18,87,0,0,0,0,0,0,0,0,11,530330273003
877,1500000US530330273004,"Block Group 4, Census Tract 273, King County, Washington",715,702,0,0,0,0,0,0,0,0,0,0,0,13,530330273004
878,1500000US530330274001,"Block Group 1, Census Tract 274, King County, Washington",822,646,53,8,35,0,10,0,0,0,0,9,9,105,530330274001
879,1500000US530330274002,"Block Group 2, Census Tract 274, King County, Washington",534,489,7,7,0,0,0,0,0,0,28,0,0,10,530330274002
880,1500000US530330274003,"Block Group 3, Census Tract 274, King County, Washington",892,729,76,55,21,0,0,0,0,11,0,25,51,0,530330274003
881,1500000US530330274004,"Block Group 4, Census Tract 274, King County, Washington",480,405,49,38,11,0,0,0,0,0,26,0,0,0,530330274004
882,1500000US530330275001,"Block Group 1, Census Tract 275, King County, Washington",717,543,157,149,8,0,0,0,0,0,0,0,0,17,530330275001
883,1500000US530330275002,"Block Group 2, Census Tract 275, King County, Washington",620,541,32,32,0,0,0,0,0,0,0,23,0,24,530330275002
884,1500000US530330275003,"Block Group 3, Census Tract 275, King County, Washington",458,314,59,59,0,0,0,0,0,7,41,16,0,21,530330275003
885,1500000US530330275004,"Block Group 4, Census Tract 275, King County, Washington",635,504,39,39,0,0,0,0,0,12,7,0,9,64,530330275004
886,1500000US530330276001,"Block Group 1, Census Tract 276, King County, Washington",610,461,57,57,0,0,0,0,0,0,0,28,9,55,530330276001
887,1500000US530330276002,"Block Group 2, Census Tract 276, King County, Washington",1293,1119,88,88,0,0,0,0,0,0,0,0,25,61,530330276002
888,1500000US530330276003,"Block Group 3, Census Tract 276, King County, Washington",530,402,12,0,12,0,0,0,0,0,12,0,0,104,530330276003
889,1500000US530330277011,"Block Group 1, Census Tract 277.01, King County, Washington",400,126,71,0,0,0,0,71,0,0,12,29,0,162,530330277011
890,1500000US530330277012,"Block Group 2, Census Tract 277.01, King County, Washington",305,148,49,0,0,0,0,49,0,0,12,13,17,66,530330277012
891,1500000US530330277013,"Block Group 3, Census Tract 277.01, King County, Washington",390,196,74,12,0,0,0,62,0,0,32,19,19,50,530330277013
892,1500000US530330277014,"Block Group 4, Census Tract 277.01, King County, Washington",567,273,140,0,0,0,0,140,0,0,28,14,0,112,530330277014
893,1500000US530330277015,"Block Group 5, Census Tract 277.01, King County, Washington",782,305,191,0,0,0,0,191,0,23,38,0,0,225,530330277015
894,1500000US530330277021,"Block Group 1, Census Tract 277.02, King County, Washington",340,169,59,42,0,0,0,17,0,20,0,0,12,80,530330277021
895,1500000US530330277022,"Block Group 2, Census Tract 277.02, King County, Washington",861,585,162,0,0,0,0,162,0,0,22,16,0,76,530330277022
896,1500000US530330277023,"Block Group 3, Census Tract 277.02, King County, Washington",555,265,228,0,0,0,0,228,0,0,0,0,0,62,530330277023
897,1500000US530330277024,"Block Group 4, Census Tract 277.02, King County, Washington",506,376,63,0,0,0,0,63,0,0,1,18,0,48,530330277024
898,1500000US530330278001,"Block Group 1, Census Tract 278, King County, Washington",308,242,28,16,12,0,0,0,0,0,0,0,5,33,530330278001
899,1500000US530330278002,"Block Group 2, Census Tract 278, King County, Washington",318,254,27,27,0,0,0,0,0,0,0,0,0,37,530330278002
900,1500000US530330278003,"Block Group 3, Census Tract 278, King County, Washington",852,686,60,60,0,0,0,0,0,0,0,0,0,106,530330278003
901,1500000US530330279001,"Block Group 1, Census Tract 279, King County, Washington",656,608,34,34,0,0,0,0,0,0,1,0,0,13,530330279001
902,1500000US530330279002,"Block Group 2, Census Tract 279, King County, Washington",947,656,156,156,0,0,0,0,0,0,0,73,22,40,530330279002
903,1500000US530330279003,"Block Group 3, Census Tract 279, King County, Washington",419,369,17,17,0,0,0,0,0,0,0,0,0,33,530330279003
904,1500000US530330279004,"Block Group 4, Census Tract 279, King County, Washington",827,677,93,51,42,0,0,0,0,0,0,57,0,0,530330279004
905,1500000US530330279005,"Block Group 5, Census Tract 279, King County, Washington",565,565,0,0,0,0,0,0,0,0,0,0,0,0,530330279005
906,1500000US530330279006,"Block Group 6, Census Tract 279, King County, Washington",905,709,78,78,0,0,0,0,0,0,0,31,11,76,530330279006
907,1500000US530330280001,"Block Group 1, Census Tract 280, King County, Washington",814,572,160,160,0,0,0,0,0,0,0,8,0,74,530330280001
908,1500000US530330280002,"Block Group 2, Census Tract 280, King County, Washington",833,740,86,86,0,0,0,0,0,0,0,0,0,7,530330280002
909,1500000US530330280003,"Block Group 3, Census Tract 280, King County, Washington",550,462,35,35,0,0,0,0,0,0,0,0,0,53,530330280003
910,1500000US530330281001,"Block Group 1, Census Tract 281, King County, Washington",635,535,54,39,0,8,7,0,10,0,0,21,0,15,530330281001
911,1500000US530330281002,"Block Group 2, Census Tract 281, King County, Washington",906,746,116,43,45,28,0,0,0,0,0,30,0,14,530330281002
912,1500000US530330282001,"Block Group 1, Census Tract 282, King County, Washington",910,612,152,46,77,0,29,0,29,8,0,26,50,33,530330282001
913,1500000US530330282002,"Block Group 2, Census Tract 282, King County, Washington",1291,810,279,102,53,12,112,0,3,8,24,101,32,34,530330282002
914,1500000US530330282003,"Block Group 3, Census Tract 282, King County, Washington",449,330,43,35,8,0,0,0,0,0,0,31,0,45,530330282003
915,1500000US530330283001,"Block Group 1, Census Tract 283, King County, Washington",670,562,84,72,0,0,12,0,0,0,0,0,0,24,530330283001
916,1500000US530330283002,"Block Group 2, Census Tract 283, King County, Washington",688,566,56,8,10,0,38,0,0,0,0,9,30,27,530330283002
917,1500000US530330283003,"Block Group 3, Census Tract 283, King County, Washington",1572,1451,66,24,13,21,8,0,8,0,14,0,24,9,530330283003
918,1500000US530330284021,"Block Group 1, Census Tract 284.02, King County, Washington",381,177,145,53,46,0,46,0,20,7,0,0,4,28,530330284021
919,1500000US530330284022,"Block Group 2, Census Tract 284.02, King County, Washington",645,539,51,6,24,0,21,0,0,0,0,55,0,0,530330284022
920,1500000US530330284023,"Block Group 3, Census Tract 284.02, King County, Washington",784,723,46,12,18,0,16,0,0,0,0,9,0,6,530330284023
921,1500000US530330284024,"Block Group 4, Census Tract 284.02, King County, Washington",669,300,9,0,9,0,0,0,0,0,0,360,0,0,530330284024
922,1500000US530330284031,"Block Group 1, Census Tract 284.03, King County, Washington",1366,1128,108,39,69,0,0,0,0,0,0,63,0,67,530330284031
923,1500000US530330284032,"Block Group 2, Census Tract 284.03, King County, Washington",493,461,13,0,0,13,0,0,0,19,0,0,0,0,530330284032
924,1500000US530330284033,"Block Group 3, Census Tract 284.03, King County, Washington",625,534,65,1,64,0,0,0,0,0,0,0,0,26,530330284033
925,1500000US530330285001,"Block Group 1, Census Tract 285, King County, Washington",549,506,11,0,11,0,0,0,0,0,0,0,9,23,530330285001
926,1500000US530330285002,"Block Group 2, Census Tract 285, King County, Washington",717,607,46,46,0,0,0,0,0,5,0,0,0,59,530330285002
927,1500000US530330285003,"Block Group 3, Census Tract 285, King County, Washington",1088,884,136,59,36,41,0,0,0,0,0,48,0,20,530330285003
